title,url,corp_code,corp_name,stock_code,corp_cls,report_nm,rcept_no,flr_nm,rcept_dt,rm,year,filing_types,filename
2. 주요 제품 및 서비스,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=11&offset=123752&length=2934&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
3. 원재료 및 생산설비,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=12&offset=126690&length=29666&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
4. 매출 및 수주상황,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=13&offset=156360&length=4106&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
5. 위험관리 및 파생거래,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=14&offset=160470&length=19697&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
6. 주요계약 및 연구개발활동,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=15&offset=180171&length=21154&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
7. 기타 참고사항,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=16&offset=201329&length=31854&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
III. 재무에 관한 사항,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=17&offset=233227&length=1411077&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
1. 요약재무정보,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=18&offset=233354&length=22568&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
2. 연결재무제표,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=19&offset=256160&length=89595&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
3. 연결재무제표 주석,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=20&offset=345759&length=564559&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
4. 재무제표,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=21&offset=910322&length=75102&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
5. 재무제표 주석,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=22&offset=985428&length=464389&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
6. 배당에 관한 사항,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=23&offset=1449847&length=13745&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
7. 증권의 발행을 통한 자금조달에 관한 사항,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=24&offset=1463596&length=111068&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
8. 기타 재무에 관한 사항,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=27&offset=1574668&length=69622&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
IV. 이사의 경영진단 및 분석의견,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=28&offset=1644308&length=38622&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
V. 회계감사인의 감사의견 등,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=29&offset=1682934&length=35939&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
1. 외부감사에 관한 사항,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=30&offset=1683063&length=34770&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
2. 내부통제에 관한 사항,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=31&offset=1717837&length=1022&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
VI. 이사회 등 회사의 기관에 관한 사항,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=32&offset=1718877&length=196653&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
1. 이사회에 관한 사항,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=33&offset=1718990&length=123074&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
2. 감사제도에 관한 사항,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=34&offset=1842068&length=49795&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
3. 주주총회 등에 관한 사항,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=35&offset=1891867&length=23649&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
VII. 주주에 관한 사항,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=36&offset=1915534&length=97991&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
VIII. 임원 및 직원 등에 관한 사항,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=37&offset=2013529&length=279155&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
1. 임원 및 직원 등의 현황,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=38&offset=2013641&length=185130&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
2. 임원의 보수 등,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=39&offset=2198775&length=93895&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
IX. 계열회사 등에 관한 사항,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=40&offset=2292688&length=485363&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
X. 대주주 등과의 거래내용,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=41&offset=2778055&length=30046&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
XI. 그 밖에 투자자 보호를 위하여 필요한 사항,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=42&offset=2808105&length=16938&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
1. 공시내용 진행 및 변경사항,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=43&offset=2808246&length=167&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
2. 우발부채 등에 관한 사항,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=44&offset=2808417&length=3757&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
3. 제재 등과 관련된 사항,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=45&offset=2812178&length=11328&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
4. 작성기준일 이후 발생한 주요사항 등 기타사항,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=46&offset=2823510&length=1519&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
XII. 상세표,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=47&offset=2825047&length=280631&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
1. 연결대상 종속회사 현황(상세),http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=48&offset=2825171&length=45424&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
2. 계열회사 현황(상세),http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=49&offset=2870599&length=150460&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
3. 타법인출자 현황(상세),http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=50&offset=3021063&length=84601&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
【 전문가의 확인 】,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=51&offset=3105682&length=406&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
1. 전문가의 확인,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=52&offset=3105783&length=146&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
2. 전문가와의 이해관계,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220322000590&dcmNo=8490476&eleId=53&offset=3105933&length=141&dtd=dart3.xsd,00164779,SK하이닉스,000660,Y,사업보고서 (2021.12),20220322000590,SK하이닉스,20220322,연,2022,A001,000660_A001_2022_20220322000590_20220322.html
사 업 보 고 서,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220321000862&dcmNo=8483402&eleId=1&offset=801&length=4032&dtd=dart3.xsd,00877059,삼성바이오로직스,207940,Y,사업보고서 (2021.12),20220321000862,삼성바이오로직스,20220321,연,2022,A001,207940_A001_2022_20220321000862_20220321.html
【 대표이사 등의 확인 】,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220321000862&dcmNo=8483402&eleId=2&offset=4940&length=414&dtd=dart3.xsd,00877059,삼성바이오로직스,207940,Y,사업보고서 (2021.12),20220321000862,삼성바이오로직스,20220321,연,2022,A001,207940_A001_2022_20220321000862_20220321.html
I. 회사의 개요,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220321000862&dcmNo=8483402&eleId=3&offset=5358&length=58733&dtd=dart3.xsd,00877059,삼성바이오로직스,207940,Y,사업보고서 (2021.12),20220321000862,삼성바이오로직스,20220321,연,2022,A001,207940_A001_2022_20220321000862_20220321.html
1. 회사의 개요,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220321000862&dcmNo=8483402&eleId=4&offset=5457&length=21778&dtd=dart3.xsd,00877059,삼성바이오로직스,207940,Y,사업보고서 (2021.12),20220321000862,삼성바이오로직스,20220321,연,2022,A001,207940_A001_2022_20220321000862_20220321.html
2. 회사의 연혁,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220321000862&dcmNo=8483402&eleId=5&offset=27239&length=23337&dtd=dart3.xsd,00877059,삼성바이오로직스,207940,Y,사업보고서 (2021.12),20220321000862,삼성바이오로직스,20220321,연,2022,A001,207940_A001_2022_20220321000862_20220321.html
3. 자본금 변동사항,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220321000862&dcmNo=8483402&eleId=6&offset=50580&length=3265&dtd=dart3.xsd,00877059,삼성바이오로직스,207940,Y,사업보고서 (2021.12),20220321000862,삼성바이오로직스,20220321,연,2022,A001,207940_A001_2022_20220321000862_20220321.html
4. 주식의 총수 등,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220321000862&dcmNo=8483402&eleId=7&offset=53849&length=7845&dtd=dart3.xsd,00877059,삼성바이오로직스,207940,Y,사업보고서 (2021.12),20220321000862,삼성바이오로직스,20220321,연,2022,A001,207940_A001_2022_20220321000862_20220321.html
5. 정관에 관한 사항,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220321000862&dcmNo=8483402&eleId=8&offset=61698&length=2379&dtd=dart3.xsd,00877059,삼성바이오로직스,207940,Y,사업보고서 (2021.12),20220321000862,삼성바이오로직스,20220321,연,2022,A001,207940_A001_2022_20220321000862_20220321.html
II. 사업의 내용,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220321000862&dcmNo=8483402&eleId=9&offset=64095&length=138949&dtd=dart3.xsd,00877059,삼성바이오로직스,207940,Y,사업보고서 (2021.12),20220321000862,삼성바이오로직스,20220321,연,2022,A001,207940_A001_2022_20220321000862_20220321.html
1. 사업의 개요,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220321000862&dcmNo=8483402&eleId=10&offset=64433&length=2210&dtd=dart3.xsd,00877059,삼성바이오로직스,207940,Y,사업보고서 (2021.12),20220321000862,삼성바이오로직스,20220321,연,2022,A001,207940_A001_2022_20220321000862_20220321.html
2. 주요 제품 및 서비스,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220321000862&dcmNo=8483402&eleId=11&offset=66647&length=4542&dtd=dart3.xsd,00877059,삼성바이오로직스,207940,Y,사업보고서 (2021.12),20220321000862,삼성바이오로직스,20220321,연,2022,A001,207940_A001_2022_20220321000862_20220321.html
3. 원재료 및 생산설비,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220321000862&dcmNo=8483402&eleId=12&offset=71193&length=14667&dtd=dart3.xsd,00877059,삼성바이오로직스,207940,Y,사업보고서 (2021.12),20220321000862,삼성바이오로직스,20220321,연,2022,A001,207940_A001_2022_20220321000862_20220321.html
4. 매출 및 수주상황,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220321000862&dcmNo=8483402&eleId=13&offset=85864&length=18311&dtd=dart3.xsd,00877059,삼성바이오로직스,207940,Y,사업보고서 (2021.12),20220321000862,삼성바이오로직스,20220321,연,2022,A001,207940_A001_2022_20220321000862_20220321.html
5. 위험관리 및 파생거래,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220321000862&dcmNo=8483402&eleId=14&offset=104179&length=40692&dtd=dart3.xsd,00877059,삼성바이오로직스,207940,Y,사업보고서 (2021.12),20220321000862,삼성바이오로직스,20220321,연,2022,A001,207940_A001_2022_20220321000862_20220321.html
6. 주요계약 및 연구개발활동,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220321000862&dcmNo=8483402&eleId=15&offset=144875&length=39773&dtd=dart3.xsd,00877059,삼성바이오로직스,207940,Y,사업보고서 (2021.12),20220321000862,삼성바이오로직스,20220321,연,2022,A001,207940_A001_2022_20220321000862_20220321.html
7. 기타 참고사항,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220321000862&dcmNo=8483402&eleId=16&offset=184652&length=18352&dtd=dart3.xsd,00877059,삼성바이오로직스,207940,Y,사업보고서 (2021.12),20220321000862,삼성바이오로직스,20220321,연,2022,A001,207940_A001_2022_20220321000862_20220321.html
III. 재무에 관한 사항,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220321000862&dcmNo=8483402&eleId=17&offset=203048&length=1190821&dtd=dart3.xsd,00877059,삼성바이오로직스,207940,Y,사업보고서 (2021.12),20220321000862,삼성바이오로직스,20220321,연,2022,A001,207940_A001_2022_20220321000862_20220321.html
1. 요약재무정보,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220321000862&dcmNo=8483402&eleId=18&offset=203175&length=30464&dtd=dart3.xsd,00877059,삼성바이오로직스,207940,Y,사업보고서 (2021.12),20220321000862,삼성바이오로직스,20220321,연,2022,A001,207940_A001_2022_20220321000862_20220321.html
2. 연결재무제표,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220321000862&dcmNo=8483402&eleId=19&offset=233896&length=72904&dtd=dart3.xsd,00877059,삼성바이오로직스,207940,Y,사업보고서 (2021.12),20220321000862,삼성바이오로직스,20220321,연,2022,A001,207940_A001_2022_20220321000862_20220321.html
3. 연결재무제표 주석,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220321000862&dcmNo=8483402&eleId=20&offset=306804&length=515967&dtd=dart3.xsd,00877059,삼성바이오로직스,207940,Y,사업보고서 (2021.12),20220321000862,삼성바이오로직스,20220321,연,2022,A001,207940_A001_2022_20220321000862_20220321.html
4. 재무제표,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220321000862&dcmNo=8483402&eleId=21&offset=822775&length=63764&dtd=dart3.xsd,00877059,삼성바이오로직스,207940,Y,사업보고서 (2021.12),20220321000862,삼성바이오로직스,20220321,연,2022,A001,207940_A001_2022_20220321000862_20220321.html
5. 재무제표 주석,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220321000862&dcmNo=8483402&eleId=22&offset=886543&length=406190&dtd=dart3.xsd,00877059,삼성바이오로직스,207940,Y,사업보고서 (2021.12),20220321000862,삼성바이오로직스,20220321,연,2022,A001,207940_A001_2022_20220321000862_20220321.html
6. 배당에 관한 사항,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220321000862&dcmNo=8483402&eleId=23&offset=1292763&length=12188&dtd=dart3.xsd,00877059,삼성바이오로직스,207940,Y,사업보고서 (2021.12),20220321000862,삼성바이오로직스,20220321,연,2022,A001,207940_A001_2022_20220321000862_20220321.html
7. 증권의 발행을 통한 자금조달에 관한 사항,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220321000862&dcmNo=8483402&eleId=24&offset=1304955&length=63842&dtd=dart3.xsd,00877059,삼성바이오로직스,207940,Y,사업보고서 (2021.12),20220321000862,삼성바이오로직스,20220321,연,2022,A001,207940_A001_2022_20220321000862_20220321.html
8. 기타 재무에 관한 사항,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220321000862&dcmNo=8483402&eleId=27&offset=1368801&length=25054&dtd=dart3.xsd,00877059,삼성바이오로직스,207940,Y,사업보고서 (2021.12),20220321000862,삼성바이오로직스,20220321,연,2022,A001,207940_A001_2022_20220321000862_20220321.html
IV. 이사의 경영진단 및 분석의견,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220321000862&dcmNo=8483402&eleId=28&offset=1393873&length=61702&dtd=dart3.xsd,00877059,삼성바이오로직스,207940,Y,사업보고서 (2021.12),20220321000862,삼성바이오로직스,20220321,연,2022,A001,207940_A001_2022_20220321000862_20220321.html
V. 회계감사인의 감사의견 등,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220321000862&dcmNo=8483402&eleId=29&offset=1455579&length=27210&dtd=dart3.xsd,00877059,삼성바이오로직스,207940,Y,사업보고서 (2021.12),20220321000862,삼성바이오로직스,20220321,연,2022,A001,207940_A001_2022_20220321000862_20220321.html
1. 외부감사에 관한 사항,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220321000862&dcmNo=8483402&eleId=30&offset=1455708&length=24571&dtd=dart3.xsd,00877059,삼성바이오로직스,207940,Y,사업보고서 (2021.12),20220321000862,삼성바이오로직스,20220321,연,2022,A001,207940_A001_2022_20220321000862_20220321.html
2. 내부통제에 관한 사항,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220321000862&dcmNo=8483402&eleId=31&offset=1480283&length=2492&dtd=dart3.xsd,00877059,삼성바이오로직스,207940,Y,사업보고서 (2021.12),20220321000862,삼성바이오로직스,20220321,연,2022,A001,207940_A001_2022_20220321000862_20220321.html
VI. 이사회 등 회사의 기관에 관한 사항,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220321000862&dcmNo=8483402&eleId=32&offset=1482793&length=125427&dtd=dart3.xsd,00877059,삼성바이오로직스,207940,Y,사업보고서 (2021.12),20220321000862,삼성바이오로직스,20220321,연,2022,A001,207940_A001_2022_20220321000862_20220321.html
1. 이사회에 관한 사항,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220321000862&dcmNo=8483402&eleId=33&offset=1482906&length=68463&dtd=dart3.xsd,00877059,삼성바이오로직스,207940,Y,사업보고서 (2021.12),20220321000862,삼성바이오로직스,20220321,연,2022,A001,207940_A001_2022_20220321000862_20220321.html
2. 감사제도에 관한 사항,http://dart.fss.or.kr/report/viewer.do?rcpNo=20220321000862&dcmNo=8483402&eleId=34&offset=1551373&length=41835&dtd=dart3.xsd,00877059,삼성바이오로직스,207940,Y,사업보고서 (2021.12),20220321000862,삼성바이오로직스,20220321,연,2022,A001,207940_A001_2022_20220321000862_20220321.html
